Frame,Target_ID,CX,CY,Area,IoU_Similarity,RD,BMS,Final_Result
98,0,312,220,261.5,0.9799,0.0,0.0,0
98,1,298,194,141.5,0.96,0.12,0.03,0
98,3,133,118,1309.0,0.9359,0.43,0.02,0
99,0,312,220,255.5,0.976,0.0,0.0,0
99,1,298,194,141.5,1.0,0.12,0.03,0
99,3,133,118,1352.5,0.9279,0.41,0.02,0
100,0,312,220,257.0,0.993,0.0,0.0,0
100,1,298,193,143.0,0.9425,0.12,0.03,0
100,3,132,118,1374.5,0.9341,0.41,0.02,0
101,0,312,220,249.0,0.9721,0.0,0.0,0
101,1,298,194,145.5,0.9827,0.12,0.03,0
101,3,131,118,1425.5,0.9086,0.42,0.02,0
102,0,312,220,259.5,0.9621,0.0,0.0,0
102,1,299,193,140.5,0.884,0.22,0.03,0
102,3,132,119,1559.5,0.8524,0.36,0.02,1
103,0,312,220,261.0,0.9932,0.0,0.0,0
103,1,299,193,140.5,1.0,0.12,0.03,0
103,3,132,119,1559.5,1.0,0.33,0.02,0
104,0,312,220,250.5,0.9589,0.0,0.0,0
104,1,298,194,155.0,0.918,0.0,0.03,0
104,10,160,120,20.5,-1,0.0,0.0,0
104,3,130,119,1367.0,0.842,0.4,0.02,1
105,0,312,219,257.0,0.9091,1.0,0.0,0
105,1,298,194,151.5,0.9781,0.0,0.03,0
105,10,160,120,20.5,1.0,0.0,0.0,0
105,3,129,120,1406.5,0.8899,0.41,0.02,0
106,0,312,219,260.0,0.9863,1.0,0.0,0
106,1,298,194,136.0,0.9106,0.0,0.03,0
106,3,128,120,1615.0,0.8467,0.5,0.02,1
107,0,312,220,257.0,0.9331,0.0,0.0,0
107,1,298,193,134.5,0.9877,0.07,0.04,0
107,3,128,120,1538.5,0.9219,0.5,0.02,0
108,0,312,220,265.0,0.9729,0.0,0.0,0
108,1,298,194,139.5,0.9699,0.0,0.04,0
108,3,127,121,1577.5,0.8858,0.5,0.02,0
109,0,312,219,257.0,0.9729,0.33,0.01,0
109,1,298,194,139.5,1.0,0.0,0.04,0
109,3,127,121,1577.5,1.0,0.57,0.02,0
110,0,312,220,257.0,0.9458,0.0,0.01,0
110,1,298,194,139.5,1.0,0.0,0.04,0
110,3,126,121,1475.5,0.9122,0.59,0.02,0
111,0,312,220,257.0,1.0,0.0,0.01,0
111,1,298,194,149.0,0.8895,0.07,0.04,0
111,3,126,121,1569.5,0.9035,0.59,0.02,0
112,0,312,219,268.5,0.9599,0.2,0.01,0
112,1,299,194,148.5,0.95,0.13,0.04,0
112,3,127,121,1572.5,0.9151,0.52,0.02,0
113,0,312,219,260.0,0.9601,0.2,0.01,0
113,1,299,194,149.5,0.9943,0.07,0.04,0
113,3,126,121,1586.0,0.9117,0.54,0.02,0
