Frame,Target_ID,CX,CY,Area,IoU_Similarity,RD,BMS,Final_Result
84,0,312,220,266.0,0.9481,1.0,0.0,0
84,4,295,196,51.5,0.8824,0.0,0.0,0
84,2,136,118,1267.5,0.8888,0.56,0.02,0
85,0,312,220,266.0,1.0,0.0,0.0,0
85,4,295,196,51.5,1.0,0.0,0.0,0
85,2,136,118,1267.5,1.0,0.58,0.02,0
86,0,312,220,268.0,0.9669,0.0,0.0,0
86,4,295,195,39.0,0.7692,0.0,0.0,1
86,2,136,120,1245.0,0.9045,0.52,0.02,0
87,0,312,220,250.0,0.9396,0.0,0.0,0
87,4,294,195,34.0,0.88,0.0,0.0,1
87,2,134,120,1305.0,0.8976,0.56,0.02,0
88,0,312,220,264.0,0.9492,0.0,0.0,0
88,4,294,195,43.0,0.8,0.0,0.0,1
88,2,134,120,1303.0,0.9089,0.56,0.02,0
89,0,312,220,264.0,1.0,0.0,0.0,0
89,4,294,195,34.0,0.8,0.0,0.0,1
89,2,133,121,1353.5,0.9336,0.6,0.02,0
90,0,312,220,264.0,1.0,0.0,0.0,0
90,4,294,195,34.0,1.0,0.0,0.0,0
90,2,132,120,1306.0,0.8786,0.63,0.02,1
91,0,312,220,264.0,1.0,0.0,0.0,0
91,4,294,195,34.0,1.0,0.0,0.0,0
91,2,132,120,1310.5,0.9964,0.59,0.02,0
92,0,312,220,262.0,0.9932,0.0,0.0,0
92,4,294,195,34.0,1.0,0.0,0.0,0
92,2,132,121,1287.0,0.9488,0.56,0.02,0
93,0,312,220,262.0,1.0,0.0,0.0,0
93,4,295,195,39.0,0.88,0.0,0.0,1
93,2,132,121,1243.5,0.9284,0.56,0.02,0
94,0,312,220,260.5,0.9932,0.0,0.0,0
94,4,294,195,34.0,0.8431,0.0,0.0,1
94,2,132,120,1193.0,0.9514,0.52,0.02,0
95,0,312,220,266.0,0.9798,0.0,0.0,0
95,4,295,196,45.5,0.7586,0.0,0.0,1
95,2,131,119,1142.5,0.9013,0.56,0.02,0
96,0,312,220,275.0,0.9327,0.0,0.0,0
96,4,294,195,30.5,0.6897,0.0,0.0,1
96,2,131,119,1168.0,0.9388,0.56,0.02,0
97,0,312,220,275.0,1.0,0.0,0.0,0
97,4,294,195,30.5,1.0,0.0,0.0,0
97,2,131,119,1168.0,1.0,0.56,0.02,0
98,0,312,220,265.0,0.9673,0.0,0.0,0
98,4,294,195,30.5,1.0,0.0,0.0,0
98,2,131,120,1104.5,0.9308,0.54,0.02,0
99,0,312,220,256.0,0.9662,0.0,0.0,0
99,4,294,195,34.0,0.9091,0.0,0.0,0
99,2,130,121,1122.5,0.9067,0.59,0.02,0
100,0,312,220,260.5,0.9828,0.0,0.0,0
100,4,294,195,29.5,0.8864,0.0,0.0,0
100,2,129,121,1140.0,0.9126,0.59,0.02,0
101,0,312,220,255.0,0.9659,0.0,0.0,0
101,4,294,195,29.5,1.0,0.0,0.0,0
101,2,129,121,1183.5,0.9268,0.6,0.02,0
102,0,312,220,260.5,0.9659,0.0,0.0,0
102,4,294,195,29.5,1.0,0.0,0.0,0
102,2,128,121,1148.0,0.9174,0.62,0.02,0
103,0,312,220,260.5,1.0,0.0,0.0,0
103,4,294,195,29.5,1.0,0.07,0.08,0
103,2,128,121,1148.0,1.0,0.6,0.02,0
104,0,312,220,250.0,0.9622,0.0,0.0,0
104,4,294,195,34.0,0.8864,0.0,0.07,0
104,2,128,121,1156.0,0.9256,0.6,0.02,0
105,0,312,220,255.0,0.9283,0.0,0.0,0
105,4,294,195,31.5,0.9318,0.08,0.07,0
105,2,127,122,1182.0,0.8867,0.58,0.02,0
106,0,312,220,255.0,1.0,0.0,0.0,0
106,4,294,195,30.5,0.9756,0.21,0.06,0
106,2,127,121,1376.5,0.8426,0.53,0.02,1
107,0,312,220,262.5,0.9727,0.0,0.0,0
107,4,294,195,28.5,0.95,0.15,0.05,0
107,2,126,121,1286.5,0.9114,0.56,0.02,0
108,0,312,220,268.0,0.9799,0.0,0.0,0
108,4,295,196,43.0,0.6909,0.0,0.06,1
108,2,126,121,1296.0,0.923,0.56,0.02,0
109,0,312,220,260.5,0.9732,0.0,0.0,0
109,4,295,196,43.0,1.0,0.15,0.05,0
109,2,126,121,1296.0,1.0,0.56,0.02,0
110,0,312,220,268.0,0.9732,0.0,0.0,0
110,4,295,196,43.0,1.0,0.15,0.05,0
110,2,125,121,1193.5,0.8988,0.62,0.02,0
111,0,312,220,268.0,1.0,0.0,0.0,0
111,4,295,196,45.5,0.9483,0.15,0.05,0
111,2,124,121,1270.0,0.8869,0.63,0.02,0
112,0,312,220,262.5,0.9799,0.0,0.0,0
112,4,294,195,31.5,0.7069,0.15,0.05,1
112,2,125,121,1300.5,0.9006,0.56,0.02,0
113,0,312,220,255.0,0.9727,0.0,0.0,0
113,4,294,195,31.5,1.0,0.15,0.05,0
113,2,124,121,1382.0,0.9155,0.56,0.02,0
